job_id,domain,model_group,k,temperature,batch_size,method,isl,osl,logs_dir,source
3457595,math,qwen8,11,1.0,1,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n1_isl4096_osl32768_bs1_k11_20260620_qmath_pard2_ksweep_qwen8_k11,original
3457596,math,qwen8,11,1.0,2,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n2_isl4096_osl32768_bs2_k11_20260620_qmath_pard2_ksweep_qwen8_k11,original
3457597,math,qwen8,11,1.0,4,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n4_isl4096_osl32768_bs4_k11_20260620_qmath_pard2_ksweep_qwen8_k11,original
3457598,math,qwen8,11,1.0,8,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n8_isl4096_osl32768_bs8_k11_20260620_qmath_pard2_ksweep_qwen8_k11,original
3457599,math,qwen8,11,1.0,16,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n16_isl4096_osl32768_bs16_k11_20260620_qmath_pard2_ksweep_qwen8_k11,original
3457601,math,qwen8,11,1.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n32_isl4096_osl32768_bs32_k11_20260620_qmath_pard2_ksweep_qwen8_k11,original
3457978,math,qwen235b,11,0.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k11_repooffline_20260620,repo_offline_retry
3457979,math,qwen235b,11,1.0,1,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n1_isl4096_osl32768_bs1_k11_repooffline_20260620,repo_offline_retry
3457980,math,qwen235b,11,1.0,2,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n2_isl4096_osl32768_bs2_k11_repooffline_20260620,repo_offline_retry
3457981,math,qwen235b,11,1.0,4,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n4_isl4096_osl32768_bs4_k11_repooffline_20260620,repo_offline_retry
3457982,math,qwen235b,11,1.0,8,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n8_isl4096_osl32768_bs8_k11_repooffline_20260620,repo_offline_retry
3457983,math,qwen235b,11,1.0,16,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n16_isl4096_osl32768_bs16_k11_repooffline_20260620,repo_offline_retry
3457984,math,qwen235b,11,1.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen235b_math500_osl32k_pard2_t10_offset0_n32_isl4096_osl32768_bs32_k11_repooffline_20260620,repo_offline_retry
3457985,math,qwen8,1,0.0,1,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n1_isl4096_osl32768_bs1_k1_repooffline_20260620,repo_offline_retry
3457986,math,qwen8,1,0.0,2,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n2_isl4096_osl32768_bs2_k1_repooffline_20260620,repo_offline_retry
3457987,math,qwen8,1,0.0,4,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n4_isl4096_osl32768_bs4_k1_repooffline_20260620,repo_offline_retry
3457988,math,qwen8,1,0.0,8,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n8_isl4096_osl32768_bs8_k1_repooffline_20260620,repo_offline_retry
3457989,math,qwen8,1,0.0,16,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n16_isl4096_osl32768_bs16_k1_repooffline_20260620,repo_offline_retry
3457990,math,qwen8,1,0.0,32,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t00_offset0_n32_isl4096_osl32768_bs32_k1_repooffline_20260620,repo_offline_retry
3457991,math,qwen8,1,1.0,1,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n1_isl4096_osl32768_bs1_k1_repooffline_20260620,repo_offline_retry
3457992,math,qwen8,1,1.0,2,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n2_isl4096_osl32768_bs2_k1_repooffline_20260620,repo_offline_retry
3457994,math,qwen8,1,1.0,4,pard2,4096,32768,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/qmath_pard2_ksweep_retry_repo_offline_20260620/qwen8_math500_osl32k_pard2_t10_offset0_n4_isl4096_osl32768_bs4_k1_repooffline_20260620,repo_offline_retry
